25.01,-77.95,999999
25.01,-83.05,999999
25.01,-83.75,999999
25.01,-69.1,999999
25.01,-77.98,999999
25.01,-76.06,999999
25.01,-83.1,999999
25.01,-87.67,999999
25.01,-86.12,999999
25.01,-93.9,999999
25.01,-69.16,999999
25.01,-77.93,999999
25.01,-94.03,999999
25.01,-87.47,999999
25.01,-85.46,999999
25.01,-83.11,999999
25.01,-86.4,999999
25.01,-91.75,999999
25.01,-77.85,999999
25.01,-83.01,999999
25.01,-83.08,999999
25.01,-77.97,999999
25.01,-86.04,999999
25.01,-77.96,999999
25.01,-93.92,999999
25.01,-77.94,999999
25.01,-86.96,999999
25.01,-86.42,999999
25.01,-80.38,994430
25.01,-83.06,999999
25.01,-69.15,999999
25.02,-86.12,999999
25.02,-77.94,999999
25.02,-77.95,999999
25.02,-83.72,999999
25.02,-82.99,999999
25.02,-121.74,999999
25.02,-85.94,999999
25.02,-79.95,999999
25.02,-87.48,999999
25.02,-77.97,999999
25.02,-69.1,999999
25.02,-83.1,999999
25.02,-86.04,999999
25.02,-84.8,999999
25.02,-77.96,999999
25.02,-85.64,999999
25.02,-83.74,999999
25.02,-86.35,999999
25.02,-86.39,999999
25.02,-75.97,999999
25.02,-74.51,999999
25.02,-80.38,994430
25.02,-82.98,999999
25.02,-87.21,999999
25.03,-83.74,999999
25.03,-77.96,999999
25.03,-82.95,999999
25.03,-84.36,999999
25.03,-80.22,999999
25.03,-77.94,999999
25.03,-83.7,999999
25.03,-82.97,999999
25.03,-72.8,999999
25.03,-77.79,999999
25.03,-86.36,999999
25.03,-83.02,999999
25.03,-121.74,999999
25.03,-86.37,999999
25.03,-83.75,999999
25.03,-83.12,999999
25.03,-82.85,999999
25.03,-69.09,999999
25.03,-72.92,999999
25.03,-77.95,999999
25.03,-86.33,999999
25.03,-94.78,999999
25.03,-77.98,999999
25.03,-94.77,999999
25.03,-94.03,999999
25.03,-77.75,999999
25.03,-95.77,999999
25.03,-77.8,999999
25.03,-77.71,999999
25.03,-87.87,999999
25.03,-82.96,999999
25.03,-77.72,999999
25.03,-86.11,999999
25.03,-85.67,999999
25.04,-77.47,780730
25.04,-82.93,999999
25.04,-86.04,999999
25.04,-74.92,999999
25.04,-82.91,999999
25.04,-77.88,999999
25.04,-79.83,999999
25.04,-69.95,999999
25.04,-77.82,999999
25.04,-72.89,999999
25.04,-83.12,999999
25.04,-83.09,999999
25.04,-82.84,999999
25.04,-77.7,999999
25.04,-86.47,999999
25.04,-85.27,999999
25.04,-86.33,999999
25.04,-72.8,999999
25.04,-83.11,999999
25.05,-77.66,999999
25.05,-77.47,780730
25.05,-72.9,999999
25.05,-82.87,999999
25.05,-83.64,999999
25.05,-84.76,999999
25.05,-69.68,999999
25.05,-69.07,999999
25.05,-74.6,999999
25.05,-86.49,999999
25.05,-86.97,999999
25.05,-86.48,999999
25.05,-87.23,999999
25.05,-86.3,999999
25.05,-93.44,999999
25.05,-90.23,999999
25.05,-84.56,999999
25.05,-87.49,999999
25.05,-72.89,999999
25.05,-82.83,999999
25.05,-74.61,999999
25.05,-82.85,999999
25.05,-91.74,999999
25.05,-83.63,999999
25.06,-87.21,999999
25.06,-86.43,999999
25.06,-85.45,999999
25.06,-84.83,999999
25.06,-72.75,999999
25.06,-86.07,999999
25.06,-86.46,999999
25.06,-82.82,999999
25.06,-77.94,999999
25.06,-77.87,999999
25.06,-69.07,999999
25.06,-75.99,999999
25.06,-85.98,999999
25.06,-75.81,999999
25.06,-85.79,999999
25.06,-74.9,999999
25.06,-87.91,999999
25.06,-83.08,999999
25.07,-75.81,999999
25.07,-72.71,999999
25.07,-90.23,999999
25.07,-84.7,999999
25.07,-86.28,999999
25.07,-82.8,999999
25.07,-94.71,999999
25.07,-94.02,999999
25.07,-94.66,999999
25.07,-82.79,999999
25.07,-86.0,999999
25.07,-69.96,999999
25.07,-94.7,999999
25.07,-93.45,999999
25.07,-72.76,999999
25.07,-74.53,999999
25.07,-79.88,999999
25.07,-86.97,999999
25.07,-94.57,999999
25.07,-85.45,999999
25.07,-86.45,999999
25.07,-77.59,999999
25.07,-94.68,999999
25.07,-86.46,999999
